"","lnL0","lnL1A","lnL1B","lnL1C","our_LRT","our_results.qvals.bh.pvalues","our_results.qvals.bh.qvalues"
"refGene.NM_002938.1.inc",-1095.395,-1095.395,-1095.395,-1095.395,0,1,1
"refGene.NM_002946.1",-1982.257,-1992.49,-1982.257,-1982.257,0,1,1
"refGene.NM_002949.1.inc",-1134.158,-1132.489,-1132.291,-1132.291,3.73399999999992,0.0266577858265641,0.53831292773523
"refGene.NM_002950.1",-3777.549,-3789.044,-3778.144,-3778.144,0,1,1
"refGene.NM_002951.1.inc",-3488.626,-3487.523,-3487.518,-3487.518,2.21600000000035,0.0682932665801216,0.775882883736134
"refGene.NM_002960.1",-692.273,-690.733,-690.733,-690.733,3.08000000000015,0.0396302630337935,0.612444420325239
"refGene.NM_002961.1",-652.987,-654.023,-654.023,-654.023,0,1,1
"refGene.NM_002964.1",-910.47,-914.09,-914.09,-914.09,0,1,1
"refGene.NM_002965.1.inc",-975.769,-978.046,-978.046,-978.046,0,1,1
"refGene.NM_002966.1",-592.837,-592.837,-592.837,-592.837,0,1,1
"refGene.NM_002975.1",-2569.24,-2569.24,-2569.24,-2569.24,0,1,1
"refGene.NM_002977.1.inc",-10969.715,-10969.067,-10974.772,-10969.067,1.2960000000021,0.127472582158469,0.970089674566193
"refGene.NM_002980.1.inc",-2679.411,-2679.411,-2700.295,-2679.411,0,1,1
"refGene.NM_002982.1.inc",-733.533,-733.274,-733.773,-733.274,0.518000000000029,0.235848037074628,1
"refGene.NM_002985.1",-718.453,-718.296,-718.294,-718.294,0.317999999999984,0.286406028949815,1
"refGene.NM_002987.1.inc",-721.151,-721.151,-726.818,-726.818,0,1,1
"refGene.NM_002997.1",-2692.046,-2691.883,-2700.681,-2691.883,0.326000000000022,0.284011990201145,1
"refGene.NM_002998.1",-1649.772,-1649.772,-1650.696,-1649.962,0,1,1
"refGene.NM_002999.1",-1691.089,-1690.819,-1691.089,-1690.819,0.539999999999964,0.231216363225246,1
"refGene.NM_003000.1",-1987.665,-1987.665,-2005.744,-1988.005,0,1,1
"refGene.NM_003001.1",-1353.189,-1353.189,-1353.189,-1353.189,0,1,1
"refGene.NM_003014.1.inc",-1807.828,-1807.828,-1807.828,-1807.828,0,1,1
"refGene.NM_003016.1",-1383.581,-1383.581,-1383.581,-1383.581,0,1,1
"refGene.NM_003017.1",-883.573,-883.573,-883.573,-883.573,0,1,1
"refGene.NM_003019.1",-3107.91,-3107.91,-3107.91,-3107.91,0,1,1
"refGene.NM_003022.1.inc",-542.606,-542.606,-542.606,-542.606,0,1,1
"refGene.NM_003023.1",-4359.477,-4359.477,-4359.477,-4359.477,0,1,1
"refGene.NM_003026.1.inc",-1735.192,-1735.192,-1735.209,-1735.192,0,1,1
"refGene.NM_003027.1.inc",-2063.992,-2062.791,-2062.791,-2063.992,2.40200000000004,0.0605901177195942,0.741182948984192
"refGene.NM_003028.1",-3282.418,-3282.419,-3282.419,-3282.418,0,1,1
"refGene.NM_003030.1",-1036.334,-1036.334,-1036.334,-1036.334,0,1,1
"refGene.NM_003034.1",-2409.787,-2409.787,-2409.787,-2409.787,0,1,1
"refGene.NM_003036.1.inc",-3559.984,-3559.984,-3559.984,-3559.984,0,1,1
"refGene.NM_003039.1",-3889.662,-3889.07,-3889.07,-3889.07,1.18399999999929,0.138271588480297,0.990049412726438
"refGene.NM_003041.1",-4576.074,-4576.196,-4576.196,-4576.196,0,1,1
"refGene.NM_003042.1",-3632.485,-3633.499,-3633.499,-3638.977,0,1,1
"refGene.NM_003045.1",-4776.47,-4775.538,-4775.538,-4775.538,1.8640000000014,0.0860819259541677,0.849803615766324
"refGene.NM_003047.1",-5376.014,-5376.014,-5376.014,-5376.014,0,1,1
"refGene.NM_003049.1.inc",-2315.101,-2315.101,-2315.101,-2315.101,0,1,1
"refGene.NM_003052.1",-4716.654,-4716.654,-4716.654,-4716.654,0,1,1
"refGene.NM_003053.1",-4244.837,-4243.878,-4243.878,-4243.878,1.91800000000148,0.0830386534283781,0.841501861083476
"refGene.NM_003055.1",-4024.295,-4024.295,-4024.295,-4024.295,0,1,1
"refGene.NM_003059.1.inc",-2960.257,-2960.257,-2960.257,-2960.257,0,1,1
"refGene.NM_003060.1",-4056.226,-4055.476,-4055.476,-4055.476,1.5,0.110335680959923,0.920201503106039
"refGene.NM_003068.1",-1524.638,-1524.638,-1524.638,-1524.638,0,1,1
"refGene.NM_003077.1.inc",-2291.308,-2291.308,-2291.308,-2291.659,0,1,1
"refGene.NM_003080.1.inc",-2868.822,-2868.542,-2868.542,-2868.542,0.5600000000004,0.227130121283329,1
"refGene.NM_003082.1",-2988.075,-2987.198,-2987.198,-2987.198,1.75399999999991,0.0926873329205377,0.874304279997273
"refGene.NM_003087.1.inc",-737.757,-736.812,-736.812,-736.812,1.88999999999987,0.0846009608296081,0.844773268576233
"refGene.NM_003089.1",-2848.896,-2848.896,-2848.896,-2848.896,0,1,1
"refGene.NM_003099.1",-3256.123,-3256.162,-3256.162,-3256.162,0,1,1
"refGene.NM_003105.1.inc",-11438.075,-11438.075,-11438.075,-11438.075,0,1,1
"refGene.NM_003106.1",-1563.396,-1563.396,-1563.396,-1563.396,0,1,1
"refGene.NM_003110.1.inc",-3165.032,-3165.032,-3165.032,-3165.032,0,1,1
"refGene.NM_003112.1",-4371.528,-4372.426,-4372.426,-4372.426,0,1,1
"refGene.NM_003116.1",-3340.381,-3342.04,-3340.381,-3342.04,0,1,1
"refGene.NM_003117.1.inc",-4291.576,-4291.69,-4291.524,-4291.69,0.10399999999936,0.373540638766381,1
"refGene.NM_003118.1",-1942.6,-1942.6,-1942.6,-1942.6,0,1,1
"refGene.NM_003122.1",-725.98,-723.66,-725.98,-723.66,4.6400000000001,0.0156175012375185,0.433034831414846
"refGene.NM_003124.1",-2307.454,-2305.912,-2305.912,-2311.723,3.08400000000074,0.0395329264522082,0.612444420325239
"refGene.NM_003128.1",-14417.589,-14417.589,-14417.589,-14417.589,0,1,1
"refGene.NM_003130.1",-1190.981,-1190.981,-1190.981,-1195.58,0,1,1
"refGene.NM_003131.1",-2729.038,-2728.951,-2729.286,-2729.286,0.173999999999978,0.338290537803086,1
"refGene.NM_003136.1",-2624.968,-2624.968,-2624.968,-2624.968,0,1,1
"refGene.NM_003137.1",-3865.471,-3865.66,-3865.66,-3865.66,0,1,1
"refGene.NM_003139.1.inc",-3272.672,-3272.672,-3272.672,-3272.672,0,1,1
"refGene.NM_003141.1.inc",-3466.895,-3466.895,-3466.895,-3466.439,0.912000000000262,0.169792158104496,1
"refGene.NM_003143.1",-1006.866,-1007.327,-1007.327,-1006.863,0.00599999999985812,0.469128937982782,1
"refGene.NM_003144.1",-1872.464,-1873.645,-1873.645,-1872.464,0,1,1
"refGene.NM_003145.1",-1187.281,-1187.315,-1187.315,-1187.281,0,1,1
"refGene.NM_003149.1",-2906.881,-2907.031,-2907.031,-2906.881,0,1,1
"refGene.NM_003151.1",-4987.745,-4988.048,-4988.048,-4987.745,0,1,1
"refGene.NM_003153.1",-6130.84,-6132.89,-6130.581,-6130.581,0.518000000000029,0.235848037074628,1
"refGene.NM_003155.1",-1454.321,-1454.321,-1454.321,-1454.321,0,1,1
"refGene.NM_003156.1",-4151.49,-4151.49,-4151.49,-4151.49,0,1,1
"refGene.NM_003164.1",-2233.733,-2233.733,-2233.733,-2233.733,0,1,1
"refGene.NM_003165.1",-3559.372,-3559.372,-3559.372,-3559.372,0,1,1
"refGene.NM_003168.1",-612.037,-612.037,-612.037,-612.037,0,1,1
"refGene.NM_003171.1.inc",-4048.93,-4048.907,-4048.907,-4048.907,0.045999999999367,0.415087899084502,1
"refGene.NM_003173.1",-2446.183,-2446.183,-2446.183,-2446.183,0,1,1
"refGene.NM_003179.1",-1948.789,-1948.789,-1948.789,-1948.789,0,1,1
"refGene.NM_003182.1",-740.103,-740.103,-740.103,-740.103,0,1,1
"refGene.NM_003201.1",-2366.921,-2366.921,-2366.921,-2366.921,0,1,1
"refGene.NM_003211.1",-2802.461,-2802.461,-2802.461,-2802.461,0,1,1
"refGene.NM_003215.1",-4112.288,-4112.176,-4112.176,-4112.176,0.223999999998341,0.318004437981062,1
"refGene.NM_003216.1",-1835.072,-1835.072,-1835.072,-1835.072,0,1,1
"refGene.NM_003217.1",-1658.999,-1658.939,-1658.999,-1658.999,0.119999999999891,0.364517244769461,1
"refGene.NM_003220.1.inc",-1939.436,-1939.436,-1939.436,-1939.436,0,1,1
"refGene.NM_003221.1",-2542.589,-2542.625,-2542.59,-2542.589,0,1,1
"refGene.NM_003224.1",-1304.302,-1302.545,-1302.545,-1302.545,3.51399999999967,0.0304261847110621,0.555734087757949
"refGene.NM_003225.1",-933.742,-926.647,-926.647,-926.647,14.1899999999998,8.26231896262306e-05,0.0607979563049632
"refGene.NM_003239.1",-2461.928,-2462.089,-2462.089,-2462.089,0,1,1
"refGene.NM_003244.1",-1999.592,-2001.493,-2004.252,-2004.252,0,1,1
"refGene.NM_003245.1",-6233.501,-6227.164,-6227.164,-6227.164,12.6740000000009,0.000185387732072322,0.0886709522501917
"refGene.NM_003246.1",-7205.276,-7205.032,-7205.276,-7205.276,0.487999999999374,0.242410408800012,1
"refGene.NM_003248.1.inc",-5382.311,-5380.783,-5380.783,-5380.783,3.05599999999868,0.0402197321197954,0.617563334603472
"refGene.NM_003251.1",-1266.006,-1266.006,-1266.006,-1266.006,0,1,1
"refGene.NM_003254.1.inc",-1433.554,-1431.137,-1431.137,-1431.137,4.83400000000029,0.0139519096239886,0.427769126484214
"refGene.NM_003256.1",-1548.981,-1548.981,-1548.981,-1548.981,0,1,1
"refGene.NM_003257.1.inc",-9705.137,-9704.848,-9704.848,-9704.848,0.578000000001339,0.223548663279048,1
"refGene.NM_003258.1",-1649.863,-1649.863,-1649.863,-1649.863,0,1,1
"refGene.NM_003262.1",-2379.111,-2379.111,-2379.111,-2379.111,0,1,1
"refGene.NM_003263.1.inc",-5682.559,-5681.841,-5681.841,-5681.841,1.43599999999969,0.115393862871442,0.937857002742748
"refGene.NM_003264.1",-7389.761,-7389.486,-7389.486,-7390.142,0.550000000001091,0.229158847066317,1
"refGene.NM_003265.1",-7826.883,-7826.159,-7826.159,-7826.159,1.44800000000032,0.114424570355653,0.936574855280145
"refGene.NM_003269.1",-2154.041,-2154.041,-2154.041,-2154.041,0,1,1
"refGene.NM_003270.1",-1584.784,-1584.784,-1584.784,-1584.784,0,1,1
"refGene.NM_003273.1",-3077.15,-3077.15,-3077.15,-3077.15,0,1,1
"refGene.NM_003275.1",-2206.165,-2206.165,-2206.165,-2206.165,0,1,1
"refGene.NM_003276.1",-5500.777,-5497.781,-5497.781,-5497.781,5.99200000000019,0.00718544980378127,0.309302507191175
"refGene.NM_003277.1",-1480.345,-1475.558,-1475.558,-1475.558,9.57400000000007,0.000986761599578435,0.165590622867511
"refGene.NM_003279.1",-862.552,-862.639,-862.639,-862.639,0,1,1
"refGene.NM_003280.1",-897.314,-906.214,-906.214,-906.214,0,1,1
"refGene.NM_003282.1.inc",-917.52,-917.064,-917.064,-917.52,0.912000000000035,0.169792158104526,1
"refGene.NM_003284.1",-351.434,-352.12,-352.12,-352.12,0,1,1
"refGene.NM_003286.1",-4277.663,-4277.663,-4293.119,-4293.12,0,1,1
"refGene.NM_003292.1.inc",-12225.598,-12291.557,-12291.555,-12291.555,0,1,1
"refGene.NM_003296.1",-2199.326,-2199.326,-2211.922,-2211.922,0,1,1
"refGene.NM_003299.1",-5182.181,-5204.81,-5204.811,-5182.181,0,1,1
"refGene.NM_003301.1",-2566.424,-2574.683,-2566.023,-2566.023,0.80199999999968,0.185248037170571,1
"refGene.NM_003312.1",-2158.733,-2157.766,-2158.372,-2157.766,1.9340000000002,0.0821607441829819,0.838793680741093
"refGene.NM_003313.1",-2261.096,-2261.102,-2271.384,-2261.102,0,1,1
"refGene.NM_003314.1",-2224.791,-2224.791,-2224.791,-2224.791,0,1,1
"refGene.NM_003318.1.inc",-4883.042,-4883.605,-4898.839,-4883.605,0,1,1
"refGene.NM_003321.1",-2979.777,-2977.935,-2977.935,-2977.935,3.6840000000002,0.0274684526797711,0.54289921143531
"refGene.NM_003324.1",-3950.992,-3950.941,-3950.941,-3989.94,0.102000000000771,0.37472131487179,1
"refGene.NM_003336.1",-839.739,-839.739,-839.739,-839.739,0,1,1
"refGene.NM_003337.1",-799.394,-799.394,-799.394,-799.394,0,1,1
"refGene.NM_003338.1",-834.557,-834.557,-834.557,-834.557,0,1,1
"refGene.NM_003342.1.inc",-712.689,-712.689,-712.689,-712.689,0,1,1
"refGene.NM_003344.1",-920.042,-920.042,-920.042,-920.042,0,1,1
"refGene.NM_003348.1",-727.586,-727.586,-727.586,-727.586,0,1,1
"refGene.NM_003349.1",-1356.184,-1356.184,-1356.184,-1356.648,0,1,1
"refGene.NM_003350.1",-709.889,-709.904,-709.889,-709.889,0,1,1
"refGene.NM_003353.1",-996.953,-996.281,-996.281,-996.281,1.34400000000005,0.123164895066205,0.956327423866332
"refGene.NM_003355.1",-2043.021,-2043.021,-2043.021,-2043.021,0,1,1
"refGene.NM_003357.1",-1014.341,-1014.378,-1014.341,-1014.378,0,1,1
"refGene.NM_003358.1.inc",-1891.752,-1891.527,-1891.752,-1891.527,0.449999999999818,0.251167477180294,1
"refGene.NM_003359.1",-3120.529,-3120.529,-3120.529,-3120.529,0,1,1
"refGene.NM_003360.1",-3547.096,-3545.689,-3545.689,-3545.689,2.81400000000031,0.0467225567194435,0.662145151967887
"refGene.NM_003361.1",-5665.97,-5665.97,-5665.97,-5665.97,0,1,1
"refGene.NM_003362.1.inc",-1832.853,-1837.219,-1832.864,-1837.219,0,1,1
"refGene.NM_003363.1",-6761.344,-6761.344,-6761.344,-6761.344,0,1,1
"refGene.NM_003365.1",-3574.608,-3574.538,-3574.538,-3574.538,0.140000000000327,0.354140506145139,1
"refGene.NM_003369.1.inc",-4127.472,-4127.472,-4127.472,-4127.472,0,1,1
"refGene.NM_003370.1.inc",-2152.507,-2151.475,-2151.475,-2151.475,2.06400000000031,0.0754069150214799,0.805069809258344
"refGene.NM_003376.1.inc",-2122.915,-2132.853,-2132.853,-2132.853,0,1,1
"refGene.NM_003377.1.inc",-1047.304,-1053.481,-1053.482,-1053.482,0,1,1
"refGene.NM_003378.1",-4177.02,-4204.235,-4204.235,-4204.235,0,1,1
"refGene.NM_003379.1",-3790.867,-3808.675,-3808.436,-3808.668,0,1,1
"refGene.NM_003380.1",-2720.228,-2743.974,-2720.266,-2720.266,0,1,1
"refGene.NM_003381.1",-1419.193,-1424.796,-1422.464,-1424.796,0,1,1
"refGene.NM_003382.1.inc",-2743.216,-2766.473,-2743.216,-2766.473,0,1,1
"refGene.NM_003383.1",-5632.439,-5632.439,-5632.439,-5632.439,0,1,1
"refGene.NM_003387.1",-3891.216,-3888.496,-3888.496,-3888.496,5.4399999999996,0.00984033473117083,0.360521271734016
"refGene.NM_003391.1",-2247.869,-2250.975,-2250.975,-2250.975,0,1,1
"refGene.NM_003392.1",-2265.557,-2265.537,-2265.557,-2265.557,0.0399999999999636,0.420740290560933,1
"refGene.NM_003393.1",-2237.688,-2237.688,-2237.688,-2237.688,0,1,1
"refGene.NM_003394.1",-2456.417,-2456.417,-2456.417,-2456.417,0,1,1
"refGene.NM_003396.1",-2475.557,-2475.557,-2475.703,-2475.557,0,1,1
"refGene.NM_003405.1",-1328.809,-1328.809,-1328.809,-1328.809,0,1,1
"refGene.NM_003409.1",-2575.152,-2575.152,-2575.152,-2575.152,0,1,1
"refGene.NM_003410.1",-4739.917,-4739.917,-4739.917,-4739.917,0,1,1
"refGene.NM_003413.1",-2549.587,-2549.587,-2549.587,-2549.587,0,1,1
"refGene.NM_003418.1",-903.721,-903.721,-903.721,-903.721,0,1,1
"refGene.NM_003420.1",-4074.263,-4074.263,-4074.263,-4074.263,0,1,1
"refGene.NM_003432.1",-3837.019,-3837.019,-3837.019,-3837.019,0,1,1
"refGene.NM_003439.1",-4060.611,-4060.611,-4060.611,-4060.611,0,1,1
"refGene.NM_003442.1",-4017.851,-4017.851,-4017.851,-4017.851,0,1,1
"refGene.NM_003450.1",-3046.629,-3046.629,-3046.629,-3046.629,0,1,1
"refGene.NM_003452.1.inc",-3097.741,-3097.741,-3097.741,-3097.741,0,1,1
"refGene.NM_003455.1",-5225.223,-5225.223,-5225.223,-5225.223,0,1,1
"refGene.NM_003459.1",-2829.472,-2829.472,-2829.472,-2829.472,0,1,1
"refGene.NM_003468.1",-3464.618,-3464.618,-3464.618,-3464.618,0,1,1
"refGene.NM_003469.1",-4745.369,-4745.369,-4745.369,-4745.369,0,1,1
"refGene.NM_003473.1.inc",-3025.621,-3025.431,-3025.431,-3025.431,0.380000000000109,0.268801618174414,1
"refGene.NM_003474.1",-7499.824,-7499.03,-7499.03,-7499.03,1.58799999999974,0.103806055443698,0.906857284360199
"refGene.NM_003476.1",-1243.762,-1243.762,-1243.762,-1243.762,0,1,1
"refGene.NM_003489.1",-10094.807,-10094.807,-10094.807,-10094.807,0,1,1
"refGene.NM_003491.1",-1431.248,-1431.248,-1431.282,-1431.248,0,1,1
"refGene.NM_003495.1",-574.346,-574.346,-574.346,-574.346,0,1,1
"refGene.NM_003498.1",-520.781,-520.781,-520.781,-520.781,0,1,1
"refGene.NM_003503.1",-4485.212,-4485.212,-4484.201,-4484.202,2.02200000000084,0.0775174127667599,0.816122414395672
"refGene.NM_003504.1",-4054.273,-4054.081,-4065.206,-4054.081,0.384000000000015,0.267735120105482,1
"refGene.NM_003505.1.inc",-3058.501,-3058.501,-3062.747,-3058.501,0,1,1
"refGene.NM_003506.1",-5476.996,-5476.996,-5499.196,-5476.996,0,1,1
"refGene.NM_003507.1",-3392.978,-3392.978,-3403.315,-3392.978,0,1,1
"refGene.NM_003529.1",-871.832,-871.832,-871.832,-871.832,0,1,1
"refGene.NM_003531.1",-834.322,-842.991,-842.991,-834.322,0,1,1
"refGene.NM_003532.1",-825.832,-825.832,-835.661,-835.661,0,1,1
"refGene.NM_003533.1.inc",-611.216,-613.192,-611.216,-611.216,0,1,1
"refGene.NM_003534.1",-774.017,-774.017,-774.017,-774.017,0,1,1
"refGene.NM_003535.1",-775.554,-783.375,-777.603,-775.554,0,1,1
"refGene.NM_003536.1",-857.831,-857.831,-857.831,-866.135,0,1,1
"refGene.NM_003537.1",-847.913,-856.113,-856.113,-856.113,0,1,1
"refGene.NM_003541.1",-571.921,-571.921,-571.921,-571.921,0,1,1
"refGene.NM_003558.1",-3604.926,-3605.058,-3623.899,-3605.058,0,1,1
"refGene.NM_003560.1",-5740.906,-5741.025,-5770.389,-5741.026,0,1,1
"refGene.NM_003562.1",-2057.522,-2058.07,-2058.07,-2070.74,0,1,1
"refGene.NM_003564.1",-1238.468,-1238.468,-1239.052,-1238.468,0,1,1
"refGene.NM_003566.1",-10351.547,-10402.988,-10351.547,-10351.547,0,1,1
"refGene.NM_003567.1",-6559.956,-6558.25,-6558.25,-6558.25,3.41200000000026,0.0323619786447194,0.565950068949517
"refGene.NM_003569.1",-1892.61,-1892.61,-1892.61,-1892.61,0,1,1
"refGene.NM_003571.1",-2925.981,-2925.981,-2925.981,-2925.981,0,1,1
"refGene.NM_003574.1",-1873.355,-1873.355,-1873.355,-1873.355,0,1,1
"refGene.NM_003583.1",-3257.092,-3257.092,-3257.134,-3257.092,0,1,1
"refGene.NM_003586.1",-2737.973,-2737.973,-2737.973,-2737.973,0,1,1
"refGene.NM_003589.1",-4575.917,-4575.917,-4575.917,-4575.917,0,1,1
"refGene.NM_003590.1",-4036.542,-4036.481,-4036.481,-4038.262,0.121999999999389,0.363437685254407,1
"refGene.NM_003592.1",-4654.488,-4654.84,-4654.84,-4654.488,0,1,1
"refGene.NM_003593.1",-4823.508,-4823.508,-4823.508,-4823.508,0,1,1
"refGene.NM_003595.1",-2417.635,-2417.635,-2417.635,-2417.635,0,1,1
"refGene.NM_003596.1",-2193.862,-2193.862,-2193.862,-2193.862,0,1,1
"refGene.NM_003597.1",-4448.284,-4448.284,-4448.284,-4448.284,0,1,1
"refGene.NM_003598.1",-2999.427,-2999.427,-2999.427,-2999.427,0,1,1
"refGene.NM_003599.1",-2069,-2069,-2069,-2069,0,1,1
"refGene.NM_003608.1.inc",-2298.214,-2298.198,-2298.198,-2298.198,0.0320000000001528,0.429013828493593,1
"refGene.NM_003612.1.inc",-3733.451,-3730.503,-3730.503,-3730.503,5.89599999999973,0.00758765526421486,0.319125776298132
"refGene.NM_003613.1.inc",-6158.134,-6187.254,-6187.119,-6157.259,1.75,0.092938366182938,0.874304279997273
"refGene.NM_003614.1.inc",-1726.912,-1726.88,-1726.88,-1726.69,0.44399999999996,0.252599058685656,1
"refGene.NM_003615.1",-7275.763,-7274.705,-7274.705,-7274.705,2.11599999999999,0.0728834059065569,0.801652291285596
"refGene.NM_003616.1.inc",-1480.157,-1480.157,-1480.157,-1480.157,0,1,1
"refGene.NM_003617.1",-1076.298,-1076.298,-1076.298,-1076.298,0,1,1
"refGene.NM_003620.1.inc",-3201.846,-3201.846,-3201.846,-3201.846,0,1,1
"refGene.NM_003621.1",-6241.984,-6241.984,-6241.984,-6241.984,0,1,1
"refGene.NM_003625.1.inc",-6170.256,-6170.256,-6170.256,-6170.256,0,1,1
"refGene.NM_003628.1",-7399.688,-7399.688,-7399.688,-7399.688,0,1,1
"refGene.NM_003629.1",-2835.019,-2835.019,-2835.019,-2835.019,0,1,1
"refGene.NM_003630.1",-2455.71,-2455.33,-2455.33,-2455.33,0.760000000000218,0.191664261324055,1
"refGene.NM_003633.1",-3718.493,-3718.493,-3729.334,-3718.493,0,1,1
"refGene.NM_003635.1",-5591.48,-5591.48,-5591.48,-5591.48,0,1,1
"refGene.NM_003637.1",-8751.301,-8751.301,-8751.388,-8751.301,0,1,1
"refGene.NM_003638.1.inc",-6411.197,-6411.191,-6411.191,-6411.191,0.0120000000006257,0.456385309547149,1
"refGene.NM_003642.1.inc",-2011.177,-2011.177,-2011.177,-2011.177,0,1,1
"refGene.NM_003643.1",-3781.651,-3781.476,-3781.476,-3781.476,0.349999999999454,0.277056565034877,1
"refGene.NM_003654.1",-2633.013,-2625.127,-2625.127,-2625.127,15.7719999999999,3.5726085458756e-05,0.0379728592776067
"refGene.NM_003656.1.inc",-1657.376,-1657.376,-1657.376,-1657.376,0,1,1
"refGene.NM_003658.1",-2097.484,-2097.484,-2097.484,-2097.484,0,1,1
"refGene.NM_003659.1.inc",-3066.415,-3066.415,-3066.415,-3066.415,0,1,1
"refGene.NM_003663.1",-1042.591,-1042.591,-1042.591,-1042.591,0,1,1
"refGene.NM_003666.1",-3035.04,-3032.051,-3032.051,-3032.051,5.97800000000007,0.00724270976487804,0.309302507191175
"refGene.NM_003673.1",-1061.557,-1061.557,-1063.15,-1063.15,0,1,1
"refGene.NM_003675.1",-1954.66,-1954.66,-1954.66,-1954.66,0,1,1
"refGene.NM_003676.1.inc",-1832.939,-1832.828,-1832.828,-1832.828,0.222000000000207,0.318760113009809,1
"refGene.NM_003679.1.inc",-3081.415,-3080.466,-3080.466,-3080.466,1.89800000000014,0.0841511767980337,0.844045394696362
"refGene.NM_003682.1.inc",-7866.043,-7866.043,-7866.043,-7866.043,0,1,1
"refGene.NM_003687.1",-2263.099,-2262.766,-2262.766,-2263.146,0.666000000000167,0.207224837435408,1
"refGene.NM_003690.1",-1846.393,-1846.447,-1846.447,-1846.447,0,1,1
"refGene.NM_003691.1",-2006.375,-2006.375,-2006.375,-2006.375,0,1,1
"refGene.NM_003695.1",-1483.964,-1483.964,-1483.964,-1483.964,0,1,1
"refGene.NM_003701.1.inc",-2040.736,-2040.736,-2040.736,-2047.135,0,1,1
"refGene.NM_003705.1",-4003.801,-4005.609,-4005.609,-4005.609,0,1,1
"refGene.NM_003707.1",-2690.488,-2690.488,-2690.488,-2690.488,0,1,1
"refGene.NM_003709.1",-1714.829,-1715.018,-1715.018,-1715.018,0,1,1
"refGene.NM_003716.1",-7927.091,-7927.091,-7927.091,-7927.091,0,1,1
"refGene.NM_003720.1",-2300.694,-2300.694,-2300.694,-2300.694,0,1,1
"refGene.NM_003725.1",-2560.227,-2559.812,-2559.812,-2559.812,0.829999999999927,0.181136264502286,1
"refGene.NM_003729.1",-2574.552,-2591.169,-2574.341,-2574.673,0.42200000000048,0.257970383252303,1
"refGene.NM_003731.1",-709.129,-714.834,-709.129,-714.834,0,1,1
"refGene.NM_003733.1",-4891.151,-4891.151,-4890.346,-4891.151,1.61000000000058,0.10224590105082,0.903942879849127
"refGene.NM_003742.1",-9621.446,-9621.446,-9621.446,-9621.446,0,1,1
"refGene.NM_003747.1",-8599.229,-8599.229,-8599.229,-8599.229,0,1,1
"refGene.NM_003753.1",-3313.105,-3313.105,-3313.105,-3313.105,0,1,1
"refGene.NM_003755.1",-1877.404,-1877.404,-1877.404,-1877.404,0,1,1
"refGene.NM_003756.1",-2263.074,-2263.074,-2263.074,-2263.074,0,1,1
"refGene.NM_003757.1",-1775.725,-1775.725,-1775.725,-1775.725,0,1,1
"refGene.NM_003758.1.inc",-1011.256,-1011.256,-1011.256,-1011.256,0,1,1
"refGene.NM_003761.1.inc",-495.392,-495.392,-495.392,-495.392,0,1,1
"refGene.NM_003762.1",-780.161,-780.161,-780.161,-780.161,0,1,1
"refGene.NM_003764.1",-2026.205,-2022.84,-2022.84,-2022.84,6.73000000000002,0.00474022999354841,0.27082043157845
"refGene.NM_003766.1.inc",-2151.83,-2151.83,-2151.83,-2151.83,0,1,1
"refGene.NM_003771.1",-3581.091,-3576.91,-3576.91,-3576.91,8.36200000000008,0.00191574317429739,0.192781236980881
"refGene.NM_003772.1.inc",-2615.863,-2632.952,-2615.863,-2632.937,0,1,1
"refGene.NM_003774.1",-4323.545,-4334.987,-4323.361,-4334.988,0.368000000000393,0.272048231414898,1
"refGene.NM_003778.1",-2774.194,-2779.309,-2774.194,-2779.309,0,1,1
"refGene.NM_003780.1",-2361.982,-2361.982,-2361.982,-2361.982,0,1,1
"refGene.NM_003783.1",-2668.122,-2682.218,-2668.122,-2682.218,0,1,1
"refGene.NM_003791.1",-7091.379,-7114.353,-7091.379,-7114.353,0,1,1
"refGene.NM_003795.1",-857.75,-857.75,-857.75,-857.75,0,1,1
"refGene.NM_003797.1",-2392.87,-2392.87,-2392.87,-2392.87,0,1,1
"refGene.NM_003799.1",-3811.822,-3811.9,-3811.822,-3811.822,0,1,1
"refGene.NM_003800.1.inc",-2815.12,-2816.652,-2815.12,-2815.12,0,1,1
"refGene.NM_003803.1.inc",-10206.865,-10211.028,-10206.364,-10206.364,1.00200000000041,0.158413524935924,1
"refGene.NM_003805.1",-1479.401,-1479.84,-1479.401,-1479.401,0,1,1
"refGene.NM_003808.1",-1951.224,-1963.787,-1951.036,-1951.036,0.375999999999749,0.269875890726746,1
"refGene.NM_003812.1.inc",-4383.732,-4401.657,-4383.732,-4383.732,0,1,1
"refGene.NM_003813.1",-5965.073,-5965.073,-5965.073,-5965.073,0,1,1
"refGene.NM_003821.1",-4177.795,-4191.543,-4177.795,-4177.824,0,1,1
"refGene.NM_003822.1",-3376.282,-3376.282,-3376.282,-3376.282,0,1,1
"refGene.NM_003825.1",-1319.811,-1321.415,-1319.811,-1319.811,0,1,1
"refGene.NM_003826.1",-2089.81,-2089.81,-2089.81,-2089.81,0,1,1
"refGene.NM_003827.1",-1768.525,-1768.525,-1768.525,-1768.525,0,1,1
"refGene.NM_003836.1.inc",-2267.681,-2267.681,-2267.681,-2267.681,0,1,1
"refGene.NM_003838.1.inc",-3963.246,-3963.203,-3963.203,-3963.203,0.0860000000002401,0.384662642944455,1
"refGene.NM_003846.1",-1757.789,-1757.789,-1757.789,-1757.789,0,1,1
