"","transcriptid","loglikelihoodratio","lnlNull","muNull","p0Null","p1Null","lnlAlt","muAlt","omega0Alt","omega2Alt","p0Alt","p1Alt","p2Alt","pval","isfdrsignificant"
"refGene.NM_017704.1.inc","refGene.NM_017704.1.inc",0,-1360.841653,9.053929,0.995193,0.00480662,-1360.841653,9.053929,0.0974642,1,0.9951643,0.004806484,-1,1,0
"refGene.NM_017705.1","refGene.NM_017705.1",0,-2386.154582,7.960562,0.940022,0.0599784,-2386.154582,7.960789,0.06688438,1,0.9400159,0.05997804,-1,1,0
"refGene.NM_017706.1","refGene.NM_017706.1",0,-2939.061466,10.12269,0.935939,0.0640612,-2939.061466,10.12269,0.05582259,1,0.9271333,0.06345851,-1,1,0
"refGene.NM_017709.1","refGene.NM_017709.1",0,-2523.888351,8.688191,0.979897,0.0201032,-2523.888351,8.688191,0.01769615,1,0.9798931,0.02010315,-1,1,0
"refGene.NM_017712.1.inc","refGene.NM_017712.1.inc",0.003031,-1165.022787,16.64949,0.992951,0.00704944,-1165.019757,16.64976,0.003594294,1,0.9930342,0.00696284,-1,0.468970167808503,0
"refGene.NM_017714.1","refGene.NM_017714.1",0,-2635.718638,5.775129,0.961368,0.0386323,-2635.718638,5.775129,0.05150903,1,0.9613554,0.03863182,-1,1,0
"refGene.NM_017728.1","refGene.NM_017728.1",0.178649,-3515.112319,6.699103,0.939981,0.0600194,-3514.93367,6.6951,0.04939533,2.969162,0.9346303,0.05857612,-1,0.275005350001265,0
"refGene.NM_017734.1.inc","refGene.NM_017734.1.inc",0,-3589.849673,9.158159,0.729482,0.270517,-3589.849673,9.158159,0.03751047,1,0.705252,0.2615321,-1,1,0
"refGene.NM_017736.1","refGene.NM_017736.1",0.550688,-2670.939109,7.239899,0.823771,0.176229,-2670.388421,7.213575,0.06691822,4.024141,0.7910589,0.1619245,-1,0.146982164024233,0
"refGene.NM_017739.1","refGene.NM_017739.1",0.00038,-3984.55197,6.176765,1,8.42661e-11,-3984.551589,6.17678,0.02362911,1,0.9999987,1.311101e-11,-1,0.489003313246649,0
"refGene.NM_017740.1","refGene.NM_017740.1",0.101305,-2109.190773,10.93872,1,2.10304e-07,-2109.089468,10.9144,0.03111406,4.457205,0.9933157,6.684246e-08,-1,0.326311163075357,0
"refGene.NM_017742.1","refGene.NM_017742.1",0.000748,-6428.489312,8.539467,0.902549,0.097451,-6428.488564,8.535785,0.1144573,1,0.9018519,0.09814724,-1,0.48457349340056,0
"refGene.NM_017746.1","refGene.NM_017746.1",0,-6012.525232,5.925957,0.950618,0.0493824,-6012.525232,5.925957,0.1045741,1,0.8898578,0.04622609,-1,1,0
"refGene.NM_017748.1.inc","refGene.NM_017748.1.inc",0.001375,-2518.092888,8.395045,0.938347,0.0616532,-2518.091513,8.399418,0.08756307,1,0.9391034,0.06088338,-1,0.479088875024866,0
"refGene.NM_017750.1.inc","refGene.NM_017750.1.inc",0,-4034.660193,8.637888,0.808135,0.191865,-4034.660193,8.637892,0.1006417,1,0.7884116,0.1871826,-1,1,0
"refGene.NM_017753.1","refGene.NM_017753.1",6.9e-05,-2018.885136,6.529391,1,1.18512e-10,-2018.885067,6.529391,0.04180915,1,0.9999975,2.482857e-11,-1,0.495313597129606,0
"refGene.NM_017754.1.inc","refGene.NM_017754.1.inc",0,-8335.978059,9.081853,0.859651,0.140349,-8335.978059,9.081853,0.09202891,1,0.8596388,0.1403466,-1,1,0
"refGene.NM_017755.1.inc","refGene.NM_017755.1.inc",0.000307,-4762.887548,13.78911,0.915408,0.0845918,-4762.887241,13.78908,0.03219544,1,0.9154189,0.08457701,-1,0.49011561141676,0
"refGene.NM_017759.1.inc","refGene.NM_017759.1.inc",0,-4569.125253,6.036056,0.93247,0.0675302,-4569.125253,6.036056,0.0584156,1,0.9324604,0.06752955,-1,1,0
"refGene.NM_017760.1.inc","refGene.NM_017760.1.inc",0.46629,-7324.429226,11.19944,0.888681,0.111319,-7323.962936,11.17801,0.08294855,3.173104,0.8713392,0.1070908,-1,0.167096704935172,0
"refGene.NM_017762.1","refGene.NM_017762.1",0,-5621.031915,9.746115,0.92424,0.0757597,-5621.031915,9.746115,0.05359608,1,0.9242322,0.07575903,-1,1,0
"refGene.NM_017763.1.inc","refGene.NM_017763.1.inc",3.963443,-5102.525289,8.337732,0.891133,0.108867,-5098.561847,8.227095,0.1514781,1563.203,0.903417,0.08750777,-1,0.0024352774501871,0
"refGene.NM_017768.1.inc","refGene.NM_017768.1.inc",0,-3411.643352,9.490457,0.889836,0.110164,-3411.643352,9.490457,0.1048872,1,0.8898132,0.1101611,-1,1,0
"refGene.NM_017770.1.inc","refGene.NM_017770.1.inc",0,-1599.6156,10.43018,0.946562,0.0534381,-1599.6156,10.43018,0.03903499,1,0.9465568,0.05343779,-1,1,0
"refGene.NM_017772.1.inc","refGene.NM_017772.1.inc",5.4e-05,-2333.172183,6.908455,1,6.80846e-11,-2333.17213,6.908457,0.01435884,1,0.999994,6.012935e-11,-1,0.495854144831871,0
"refGene.NM_017774.1.inc","refGene.NM_017774.1.inc",0,-3050.941618,9.309904,0.983524,0.0164762,-3050.941618,9.309904,0.0390375,1,0.9834955,0.01647577,-1,1,0
"refGene.NM_017777.1","refGene.NM_017777.1",0.02451,-4091.928286,8.929797,0.955465,0.0445353,-4091.903776,8.926666,0.07567449,1.602202,0.9284049,0.04266247,-1,0.412388702787038,0
"refGene.NM_017784.1","refGene.NM_017784.1",0.000653,-5177.040671,7.436072,0.936164,0.0638364,-5177.040018,7.439255,0.04053237,1,0.9366211,0.06336929,-1,0.485585913263561,0
"refGene.NM_017786.1","refGene.NM_017786.1",3.2e-05,-5417.025797,10.78205,0.890849,0.109151,-5417.025765,10.78227,0.08614247,1,0.8909188,0.1090523,-1,0.496808495799536,0
"refGene.NM_017790.1","refGene.NM_017790.1",0,-4233.596805,7.029039,0.912325,0.087675,-4233.596805,7.029039,0.03910185,1,0.9123177,0.08767435,-1,1,0
"refGene.NM_017791.1","refGene.NM_017791.1",3.3e-05,-3790.470424,5.829479,0.881144,0.118856,-3790.470391,5.831868,0.08657354,1,0.8817591,0.1182334,-1,0.496759013243679,0
"refGene.NM_017793.1","refGene.NM_017793.1",0,-1442.14739,6.453407,0.88111,0.11889,-1442.14739,6.453407,0.05726555,1,0.8811019,0.1188889,-1,1,0
"refGene.NM_017798.1.inc","refGene.NM_017798.1.inc",0,-3144.072551,9.937256,0.966606,0.0333944,-3144.072551,9.937257,0.0406078,1,0.9634255,0.03328467,-1,1,0
"refGene.NM_017801.1","refGene.NM_017801.1",0,-1685.838682,12.33809,0.760497,0.239503,-1685.838682,12.33809,0.06664249,1,0.7604958,0.2395027,-1,1,0
"refGene.NM_017803.1","refGene.NM_017803.1",0.000778,-3500.517628,7.626561,0.926126,0.0738737,-3500.516849,7.625838,0.07467196,1.115655,0.8985625,0.07162699,-1,0.484267336753818,0
"refGene.NM_017812.1","refGene.NM_017812.1",0.619727,-1611.534774,6.575871,0.911151,0.0888489,-1610.915047,6.548622,0.1071561,6.664544,0.9015468,0.08372525,-1,0.132788153642498,0
"refGene.NM_017818.1.inc","refGene.NM_017818.1.inc",0,-2668.323079,11.69672,0.974022,0.0259776,-2668.323079,11.69672,0.05254904,1,0.9501417,0.02534065,-1,1,0
"refGene.NM_017819.1.inc","refGene.NM_017819.1.inc",5.5e-05,-2768.104644,10.23227,0.721704,0.278296,-2768.104589,10.24385,0.07947274,1,0.7231737,0.276815,-1,0.495815934772061,0
"refGene.NM_017824.1","refGene.NM_017824.1",0,-1521.072668,5.924985,1,1e-11,-1521.072668,5.924985,1e-05,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_017830.1","refGene.NM_017830.1",0,-1743.913673,8.544634,0.94904,0.0509603,-1743.913673,8.544634,0.09703105,1,0.9186579,0.04932882,-1,1,0
"refGene.NM_017832.1","refGene.NM_017832.1",2.759108,-1279.707093,8.892133,0.958645,0.0413545,-1276.947985,8.632524,0.08489281,1631.245,0.9536973,0.03412076,-1,0.00940972077564947,0
"refGene.NM_017833.1.inc","refGene.NM_017833.1.inc",0,-2578.89479,11.96227,0.884711,0.115289,-2578.89479,11.96227,0.09411584,1,0.8395805,0.1094078,-1,1,0
"refGene.NM_017836.1","refGene.NM_017836.1",3.3e-05,-3855.013294,7.910929,0.739806,0.260194,-3855.013261,7.910688,0.08640901,1,0.7397547,0.2602406,-1,0.496759013243679,0
"refGene.NM_017837.1","refGene.NM_017837.1",0.001363,-4229.850254,7.215129,0.61075,0.38925,-4229.848891,7.217245,0.05164277,1,0.611256,0.3887426,-1,0.479180240282988,0
"refGene.NM_017840.1.inc","refGene.NM_017840.1.inc",0,-1556.309651,12.18709,0.961613,0.038387,-1556.309651,12.18709,0.08384975,1,0.9615933,0.03838622,-1,1,0
"refGene.NM_017841.1.inc","refGene.NM_017841.1.inc",0,-867.157359,7.318292,0.961965,0.0380347,-867.157359,7.318292,0.05891031,1,0.9500651,0.03756419,-1,1,0
"refGene.NM_017845.1","refGene.NM_017845.1",0.848299,-1449.068519,10.94833,0.932984,0.0670156,-1448.22022,10.80089,0.1010392,4.511116,0.8573447,0.04273202,-1,0.0963667430775907,0
"refGene.NM_017848.1","refGene.NM_017848.1",0,-6954.577787,5.734655,0.854907,0.145093,-6954.577787,5.734655,0.01681863,1,0.7890773,0.1339204,-1,1,0
"refGene.NM_017849.1","refGene.NM_017849.1",0,-1486.282566,6.860813,1,7.21864e-11,-1486.282566,6.860813,0.00670851,1,0.9999928,7.21859e-11,-1,1,0
"refGene.NM_017853.1","refGene.NM_017853.1",0.005502,-961.125971,9.542432,0.976493,0.0235069,-961.120469,9.512761,0.01455229,1,0.9734202,0.02657316,-1,0.458227598395695,0
"refGene.NM_017854.1","refGene.NM_017854.1",0,-1364.788982,7.243098,0.973332,0.0266677,-1364.788982,7.243095,0.04776578,1,0.9515121,0.02606981,-1,1,0
"refGene.NM_017855.1","refGene.NM_017855.1",0,-2683.289706,10.86771,0.629155,0.370845,-2683.289706,10.86771,0.1431189,1,0.6206548,0.3658354,-1,1,0
"refGene.NM_017867.1.inc","refGene.NM_017867.1.inc",0,-1831.963291,8.132924,0.991678,0.008322,-1831.963291,8.132923,0.07325098,1,0.9210948,0.007729652,-1,1,0
"refGene.NM_017871.1","refGene.NM_017871.1",0.000561,-4058.210197,10.32787,0.987233,0.0127669,-4058.209635,10.32792,0.01326103,1,0.9872313,0.01276366,-1,0.486639420755088,0
"refGene.NM_017872.1","refGene.NM_017872.1",0,-2306.740264,9.208822,0.861843,0.138157,-2306.740264,9.208423,0.07275645,1,0.8618398,0.1381564,-1,1,0
"refGene.NM_017877.1","refGene.NM_017877.1",0.000239,-2703.862005,7.883495,0.931687,0.0683131,-2703.861765,7.889329,0.05029826,1,0.9324436,0.06755194,-1,0.491278535518786,0
"refGene.NM_017882.1","refGene.NM_017882.1",0.234856,-2295.017361,7.255628,0.898123,0.101877,-2294.782505,7.262674,0.0343757,7.665573,0.8989523,0.09737182,-1,0.246559845922095,0
"refGene.NM_017884.1.inc","refGene.NM_017884.1.inc",0.002977,-2346.828054,8.53768,0.575204,0.424796,-2346.825077,8.568544,0.0157607,1,0.5800295,0.4199614,-1,0.469247269161497,0
"refGene.NM_017887.1","refGene.NM_017887.1",0,-1033.197129,8.034547,0.990035,0.00996536,-1033.197129,8.034548,0.03492995,1,0.9452343,0.009514424,-1,1,0
"refGene.NM_017888.1.inc","refGene.NM_017888.1.inc",0,-3780.18424,10.05263,0.862768,0.137232,-3780.18424,10.05263,0.06777736,1,0.8627606,0.1372309,-1,1,0
"refGene.NM_017896.1","refGene.NM_017896.1",1.109879,-1408.630985,8.64421,1,1.79996e-07,-1407.521106,8.570395,0.002292087,190.3207,0.9953394,4.660523e-08,-1,0.0681272078255873,0
"refGene.NM_017897.1","refGene.NM_017897.1",2.1e-05,-3492.911341,9.384305,0.838792,0.161208,-3492.91132,9.384369,0.04675187,1,0.8387352,0.161258,-1,0.497414576625063,0
"refGene.NM_017901.1","refGene.NM_017901.1",0,-5451.686211,7.092394,0.919563,0.0804371,-5451.686211,7.092395,0.03803182,1,0.9195526,0.0804362,-1,1,0
"refGene.NM_017902.1","refGene.NM_017902.1",0,-2095.239911,6.863026,1,3.29374e-07,-2095.239911,6.863026,0.03132279,1,0.9681125,3.188714e-07,-1,1,0
"refGene.NM_017915.1","refGene.NM_017915.1",0,-4443.35448,10.54179,0.785015,0.214985,-4443.35448,10.54179,0.1832597,1,0.7850018,0.214982,-1,1,0
"refGene.NM_017916.1.inc","refGene.NM_017916.1.inc",1.362316,-1763.631496,9.219285,0.898687,0.101313,-1762.269179,9.11485,0.03912801,26.17371,0.8932224,0.09753413,-1,0.0494054468174939,0
"refGene.NM_017918.1","refGene.NM_017918.1",0,-1927.348751,10.85806,0.846034,0.153966,-1927.348751,10.85806,0.1291591,1,0.8043443,0.1463794,-1,1,0
"refGene.NM_017919.1","refGene.NM_017919.1",0.001028,-1986.525742,6.382124,0.90195,0.0980504,-1986.524714,6.364452,0.05241996,1,0.8984095,0.1015803,-1,0.481916902532757,0
"refGene.NM_017920.1","refGene.NM_017920.1",1.188827,-7339.558265,11.98114,0.954005,0.0459952,-7338.369438,11.95095,0.07409223,545.7356,0.952945,0.04491819,-1,0.0615411307132524,0
"refGene.NM_017924.1","refGene.NM_017924.1",0,-923.716114,5.417834,0.79056,0.20944,-923.716114,5.417836,0.03188365,1,0.4265412,0.1130016,-1,1,0
"refGene.NM_017926.1","refGene.NM_017926.1",0,-3467.508089,8.378638,0.931237,0.0687635,-3467.508089,8.378638,0.08562955,1,0.9312302,0.06876301,-1,1,0
"refGene.NM_017931.1.inc","refGene.NM_017931.1.inc",2.3e-05,-2733.690555,8.951183,0.875494,0.124506,-2733.690532,8.952535,0.05230983,1,0.8756553,0.1243343,-1,0.4972942625541,0
"refGene.NM_017945.1","refGene.NM_017945.1",0,-3179.436655,7.853638,0.839647,0.160353,-3179.436655,7.853638,0.07947146,1,0.8396398,0.1603511,-1,1,0
"refGene.NM_017946.1","refGene.NM_017946.1",0,-1357.371809,7.344197,0.914335,0.0856654,-1357.371809,7.344198,0.01678777,1,0.9039796,0.08469524,-1,1,0
"refGene.NM_017947.1.inc","refGene.NM_017947.1.inc",1.086169,-6290.427673,10.79619,0.767072,0.232928,-6289.341504,10.74486,0.09199328,4.927689,0.7537861,0.2224706,-1,0.070256232560907,0
"refGene.NM_017949.1.inc","refGene.NM_017949.1.inc",0.00524,-2341.29352,8.323509,0.909026,0.0909735,-2341.28828,8.269373,0.04885159,1,0.9015635,0.0984274,-1,0.459230754965079,0
"refGene.NM_017952.1","refGene.NM_017952.1",0,-6107.884402,9.942933,0.66872,0.33128,-6107.884402,9.942933,0.07988809,1,0.6687165,0.3312777,-1,1,0
"refGene.NM_017953.1","refGene.NM_017953.1",0.892773,-4089.371389,9.372562,0.733024,0.266976,-4088.478616,9.276048,0.1242179,609.5834,0.7329976,0.2590396,-1,0.090734890817316,0
"refGene.NM_017956.1.inc","refGene.NM_017956.1.inc",0,-2947.754599,8.996495,0.791386,0.208614,-2947.754599,8.996489,0.09275384,1,0.7913853,0.2086134,-1,1,0
"refGene.NM_017957.1","refGene.NM_017957.1",0,-4853.070458,7.748475,0.914772,0.0852277,-4853.070458,7.748475,0.06362783,1,0.9147562,0.08522621,-1,1,0
"refGene.NM_017966.1.inc","refGene.NM_017966.1.inc",0,-2345.420543,7.976296,0.784326,0.215675,-2345.420543,7.976294,0.03954138,1,0.7101278,0.1952718,-1,1,0
"refGene.NM_017987.1.inc","refGene.NM_017987.1.inc",0,-3267.150628,7.883441,0.999165,0.000835134,-3267.150628,7.883441,0.04496231,1,0.9991638,0.0008351331,-1,1,0
"refGene.NM_017988.1","refGene.NM_017988.1",0.725265,-6024.365661,8.436741,0.965873,0.0341266,-6023.640396,8.438773,0.04313278,14.18026,0.9663514,0.0320493,-1,0.114221464285414,0
"refGene.NM_017993.1","refGene.NM_017993.1",1.6887,-4158.434448,9.332949,0.981505,0.0184952,-4156.745748,9.317597,0.01236199,25.79627,0.9814971,0.01666666,-1,0.0330481233973712,0
"refGene.NM_017994.1","refGene.NM_017994.1",0,-1981.679958,9.427356,0.982039,0.0179611,-1981.679958,9.427356,0.02276377,1,0.9820362,0.01796106,-1,1,0
"refGene.NM_018000.1.inc","refGene.NM_018000.1.inc",0,-1151.464802,9.757544,0.949135,0.0508651,-1151.464802,9.757544,0.06817303,1,0.8792676,0.04712085,-1,1,0
"refGene.NM_018004.1","refGene.NM_018004.1",0.790192,-2699.69204,11.14021,0.576289,0.423711,-2698.901848,11.1701,0.1396977,783.1095,0.5857558,0.4081021,-1,0.10435269503501,0
"refGene.NM_018008.1","refGene.NM_018008.1",4.4e-05,-2673.466705,5.196434,1,1.62588e-11,-2673.466661,5.196486,0.03511881,1,0.999999,9.99999e-12,-1,0.496257644569451,0
"refGene.NM_018009.1.inc","refGene.NM_018009.1.inc",0.955741,-3522.413006,8.434465,0.736282,0.263718,-3521.457265,8.418861,0.1671565,9.738939,0.7344381,0.252723,-1,0.0833993643008154,0
"refGene.NM_018010.1","refGene.NM_018010.1",0.729704,-2917.980583,7.578021,0.965043,0.0349574,-2917.25088,7.519011,0.04380951,3.255538,0.8837284,0.03237402,-1,0.113512168811241,0
"refGene.NM_018018.1","refGene.NM_018018.1",8e-04,-4218.89307,10.76009,0.93378,0.06622,-4218.892271,10.7676,0.07324741,1,0.9346479,0.06534575,-1,0.484046563147169,0
"refGene.NM_018019.1.inc","refGene.NM_018019.1.inc",0,-885.707835,7.888388,0.999999,1.4231e-06,-885.707835,7.888387,0.1147332,1,0.8754178,1.24581e-06,-1,1,0
"refGene.NM_018022.1","refGene.NM_018022.1",0.000713,-1979.490341,11.37268,0.947095,0.0529047,-1979.489628,11.36345,0.05765187,1,0.9461877,0.05380798,-1,0.484938555664137,0
"refGene.NM_018023.1.inc","refGene.NM_018023.1.inc",0,-8840.84354,9.994628,0.90831,0.0916899,-8840.84354,9.994628,0.09005662,1,0.9082994,0.09168881,-1,1,0
"refGene.NM_018024.1","refGene.NM_018024.1",0.00672,-1456.504418,10.9691,0.940712,0.0592877,-1456.497698,10.96193,0.09191648,9.312332,0.9400324,0.05994268,-1,0.453853607908969,0
"refGene.NM_018025.1.inc","refGene.NM_018025.1.inc",6.111568,-5868.663229,9.908738,0.888465,0.111535,-5862.55166,9.795199,0.09096223,947.938,0.8882044,0.105578,-1,0.000236002634221011,0
"refGene.NM_018026.1.inc","refGene.NM_018026.1.inc",0,-4903.219343,7.956578,0.976067,0.0239327,-4903.219343,7.956583,0.009570414,1,0.9555175,0.02342874,-1,1,0
"refGene.NM_018028.1.inc","refGene.NM_018028.1.inc",0,-3275.726313,4.979711,0.98587,0.0141299,-3275.726313,4.979711,0.02486845,1,0.9791233,0.01403324,-1,1,0
"refGene.NM_018031.1.inc","refGene.NM_018031.1.inc",0,-7048.67385,9.561747,0.927505,0.0724952,-7048.67385,9.561747,0.06685434,1,0.9261422,0.07238865,-1,1,0
"refGene.NM_018034.1","refGene.NM_018034.1",0.002073,-4460.618428,8.238702,0.932186,0.0678143,-4460.616355,8.237338,0.04881173,2.139951,0.9275393,0.06734163,-1,0.474330069068189,0
"refGene.NM_018035.1","refGene.NM_018035.1",0,-2543.224513,10.7005,0.71955,0.280451,-2543.224513,10.7005,0.09870528,1,0.6491673,0.2530187,-1,1,0
"refGene.NM_018036.1","refGene.NM_018036.1",0.00026,-14069.786975,11.51233,0.949986,0.0500143,-14069.786714,11.51234,0.05384422,1,0.9499769,0.05001477,-1,0.490903504686824,0
"refGene.NM_018040.1","refGene.NM_018040.1",0.000634,-4013.111639,10.65507,0.913131,0.0868691,-4013.111005,10.66136,0.07775931,1,0.913882,0.08610882,-1,0.485797070888053,0
"refGene.NM_018047.1","refGene.NM_018047.1",0,-2664.09327,10.48216,1,3.53028e-11,-2664.09327,10.48216,0.002559776,1,0.9999965,3.530267e-11,-1,1,0
"refGene.NM_018048.1","refGene.NM_018048.1",0.000358,-899.114184,8.131064,0.984358,0.0156416,-899.113826,8.126371,0.005181284,1,0.9838244,0.01616591,-1,0.489326305862006,0
"refGene.NM_018050.1","refGene.NM_018050.1",0,-4576.913028,10.71553,0.415997,0.584003,-4576.913028,10.71553,0.1147961,1,0.4159956,0.5839999,-1,1,0
"refGene.NM_018052.1","refGene.NM_018052.1",0.157729,-5113.889982,7.392571,0.977205,0.0227947,-5113.732252,7.38721,0.02869612,2.361613,0.9692504,0.02214399,-1,0.287175045986356,0
"refGene.NM_018055.1","refGene.NM_018055.1",0,-2923.559308,9.170996,0.830919,0.169081,-2923.559308,9.170996,0.06942516,1,0.8309144,0.1690803,-1,1,0
"refGene.NM_018058.1.inc","refGene.NM_018058.1.inc",0.000126,-3572.710222,8.364081,0.972602,0.0273979,-3572.710096,8.363268,0.02081697,1,0.9725024,0.02749296,-1,0.493667253607998,0
"refGene.NM_018061.1","refGene.NM_018061.1",0.00053,-3353.833565,6.360435,0.977118,0.0228816,-3353.833035,6.361,0.04599211,1,0.9772109,0.0227878,-1,0.487013674669621,0
"refGene.NM_018062.1.inc","refGene.NM_018062.1.inc",0.002034,-2412.030905,9.52304,0.866716,0.133284,-2412.028871,9.545533,0.1519852,1,0.8706398,0.129359,-1,0.474572353442796,0
"refGene.NM_018064.1","refGene.NM_018064.1",0,-1222.609897,4.762391,0.969252,0.030748,-1222.609897,4.762391,0.07640505,1,0.9692262,0.03074714,-1,1,0
"refGene.NM_018066.1","refGene.NM_018066.1",0.000141,-2061.659422,9.170151,0.987943,0.0120571,-2061.659281,9.1714,0.02102531,1,0.9879969,0.0119914,-1,0.493300934740557,0
"refGene.NM_018073.1","refGene.NM_018073.1",0,-3634.924617,8.607778,0.805517,0.194483,-3634.924617,8.607778,0.1054555,1,0.8055105,0.1944813,-1,1,0
"refGene.NM_018075.1.inc","refGene.NM_018075.1.inc",0.000506,-3899.922724,10.76443,0.958856,0.0411439,-3899.922219,10.76966,0.05323383,1,0.9594607,0.04052727,-1,0.487311009389646,0
"refGene.NM_018081.1.inc","refGene.NM_018081.1.inc",9.2e-05,-3426.002524,9.076449,0.866383,0.133617,-3426.002432,9.080313,0.08553961,1,0.8669485,0.1330455,-1,0.494588649568783,0
"refGene.NM_018082.1.inc","refGene.NM_018082.1.inc",0,-5366.839336,11.03818,1,3.42658e-11,-5366.839336,11.03818,0.00363303,1,0.9999966,3.426566e-11,-1,1,0
"refGene.NM_018085.1.inc","refGene.NM_018085.1.inc",0.000323,-4946.102783,6.900857,0.996526,0.00347442,-4946.10246,6.90147,0.006312497,1,0.9966044,0.003373545,-1,0.48986136314524,0
"refGene.NM_018089.1.inc","refGene.NM_018089.1.inc",1.080931,-4712.111775,7.820207,0.819306,0.180694,-4711.030844,7.795984,0.1727447,14.45968,0.8355721,0.1545552,-1,0.0707365823117969,0
"refGene.NM_018090.1","refGene.NM_018090.1",0,-1914.773933,8.183722,0.931932,0.0680685,-1914.773933,8.183722,0.0607611,1,0.9319177,0.06806744,-1,1,0
"refGene.NM_018091.1","refGene.NM_018091.1",0.000409,-3626.341131,9.6766,0.992999,0.00700113,-3626.340722,9.67828,0.03407564,1,0.9932392,0.006755719,-1,0.488591527179642,0
"refGene.NM_018092.1","refGene.NM_018092.1",0,-3219.407716,8.789121,0.989677,0.0103228,-3219.407716,8.789121,0.01969028,1,0.9895872,0.01032188,-1,1,0
"refGene.NM_018093.1","refGene.NM_018093.1",0,-2872.198219,8.350811,0.911815,0.0881855,-2872.198219,8.350811,0.06343351,1,0.9118071,0.08818474,-1,1,0
"refGene.NM_018099.1","refGene.NM_018099.1",0.68398,-3763.3035,8.726128,0.904561,0.0954385,-3762.61952,8.689229,0.05226856,4.044933,0.8771176,0.09014398,-1,0.121081346675915,0
"refGene.NM_018103.1","refGene.NM_018103.1",0,-5702.23927,9.54964,0.970623,0.0293773,-5702.23927,9.54964,0.0192612,1,0.970593,0.02937638,-1,1,0
"refGene.NM_018105.1","refGene.NM_018105.1",0,-1451.379182,11.76459,0.9729,0.0271,-1451.379182,11.76434,0.02530703,1,0.972886,0.02709962,-1,1,0
"refGene.NM_018106.1.inc","refGene.NM_018106.1.inc",0.00547,-2288.593205,8.577078,0.663283,0.336717,-2288.587736,8.525087,0.1017594,1,0.6536946,0.3463032,-1,0.458348807452097,0
"refGene.NM_018109.1","refGene.NM_018109.1",0.008535,-5216.968154,11.83344,0.793773,0.206227,-5216.959619,11.83069,0.1160419,1.674176,0.7818564,0.2024595,-1,0.448025219500381,0
"refGene.NM_018110.1","refGene.NM_018110.1",0.000629,-2008.989984,8.572138,0.995387,0.00461257,-2008.989355,8.572337,0.01082526,1,0.995572,0.004404727,-1,0.485853163412957,0
"refGene.NM_018112.1","refGene.NM_018112.1",0.061786,-2396.142451,7.987588,0.697615,0.302385,-2396.080665,7.991891,0.136229,11.85616,0.7012974,0.2952166,-1,0.362596100299473,0
"refGene.NM_018120.1","refGene.NM_018120.1",0,-1761.796708,9.077239,1,1.9526e-07,-1761.796708,9.077239,0.01749798,1,0.9808477,1.915206e-07,-1,1,0
"refGene.NM_018125.1","refGene.NM_018125.1",2.036316,-8804.234381,6.511092,0.951628,0.0483721,-8802.198065,6.477219,0.06024081,43.57331,0.9540986,0.04345674,-1,0.0217916571553115,0
"refGene.NM_018126.1","refGene.NM_018126.1",0,-1564.37109,7.845765,0.987847,0.0121525,-1564.37109,7.845765,0.01751169,1,0.9589889,0.0117975,-1,1,0
"refGene.NM_018128.1.inc","refGene.NM_018128.1.inc",0.918798,-5017.707901,9.831883,0.879782,0.120218,-5016.789102,9.793161,0.08143768,4.495563,0.8633247,0.1163969,-1,0.0876164861485113,0
"refGene.NM_018129.1","refGene.NM_018129.1",0,-1727.781967,7.043959,0.927162,0.072838,-1727.781967,7.043959,0.08554265,1,0.9271514,0.07283712,-1,1,0
"refGene.NM_018133.1","refGene.NM_018133.1",0,-3197.738714,4.770494,0.98209,0.0179096,-3197.738714,4.770491,0.01350979,1,0.9716685,0.01771966,-1,1,0
"refGene.NM_018135.1","refGene.NM_018135.1",0,-1669.327452,8.858791,0.744187,0.255813,-1669.327452,8.858791,0.05684736,1,0.6875139,0.236332,-1,1,0
"refGene.NM_018138.1.inc","refGene.NM_018138.1.inc",0,-3431.91997,8.515176,0.853574,0.146426,-3431.91997,8.515176,0.1138978,1,0.8535662,0.1464243,-1,1,0
"refGene.NM_018140.1.inc","refGene.NM_018140.1.inc",4.683841,-5164.418268,12.58717,0.809569,0.190431,-5159.734427,12.17727,0.1726009,3.469038,0.6737184,0.1608895,-1,0.0011042231089937,0
"refGene.NM_018142.1","refGene.NM_018142.1",0.023782,-4791.878013,10.05926,0.986326,0.0136739,-4791.854231,10.03958,0.03010182,1,0.9840079,0.01598511,-1,0.41367882282106,0
"refGene.NM_018143.1","refGene.NM_018143.1",0,-4618.270984,9.427758,0.99442,0.00557988,-4618.270984,9.427757,0.01987372,1,0.9944102,0.005579825,-1,1,0
"refGene.NM_018144.1.inc","refGene.NM_018144.1.inc",0,-2380.651225,8.91405,1,1e-11,-2380.651225,8.91405,1e-05,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_018146.1","refGene.NM_018146.1",0.004193,-3363.347316,7.977762,0.709211,0.290789,-3363.343123,7.975667,0.05734086,1.293502,0.7004231,0.2868242,-1,0.463517815513342,0
"refGene.NM_018149.1","refGene.NM_018149.1",0.150044,-6539.32515,9.244826,0.977988,0.0220118,-6539.175106,9.277757,0.03309727,1,0.9821922,0.01778746,-1,0.291913628970131,0
"refGene.NM_018154.1","refGene.NM_018154.1",0,-1395.457526,8.510538,0.954565,0.0454354,-1395.457526,8.510538,0.03049255,1,0.9520494,0.04531573,-1,1,0
